Color.Name,Hex.Code,Dec.Code,X.Code,HSL.Code,CMYK.Code
fuji apple,#D66F62,"rgb(214, 111, 98)","rgb(84%, 44%, 38%)","hsl(7, 59%, 61%)","cmyk(0%, 48%, 54%, 16%)"
red roof,#C75D4D,"rgb(199, 93, 77)","rgb(78%, 36%, 30%)","hsl(8, 52%, 54%)","cmyk(0%, 53%, 61%, 22%)"
orangered,#FF2400,"rgb(255, 36, 0)","rgb(100%, 14%, 0%)","hsl(8, 100%, 50%)","cmyk(0%, 86%, 100%, 0%)"
burntumber,#8A3324,"rgb(138, 51, 36)","rgb(54%, 20%, 14%)","hsl(9, 59%, 34%)","cmyk(0%, 63%, 74%, 46%)"
tomato3,#CD4F39,"rgb(205, 79, 57)","rgb(80%, 31%, 22%)","hsl(9, 60%, 51%)","cmyk(0%, 61%, 72%, 20%)"
tomato2,#EE5C42,"rgb(238, 92, 66)","rgb(93%, 36%, 26%)","hsl(9, 83%, 60%)","cmyk(0%, 61%, 72%, 7%)"
safety cone,#FF5333,"rgb(255, 83, 51)","rgb(100%, 33%, 20%)","hsl(9, 100%, 60%)","cmyk(0%, 67%, 80%, 0%)"
tomato (SVG),#FF6347,"rgb(255, 99, 71)","rgb(100%, 39%, 28%)","hsl(9, 100%, 64%)","cmyk(0%, 61%, 72%, 0%)"
manatee gray,#B0A6A4,"rgb(176, 166, 164)","rgb(69%, 65%, 64%)","hsl(10, 7%, 67%)","cmyk(0%, 6%, 7%, 31%)"
coral4,#8B3E2F,"rgb(139, 62, 47)","rgb(55%, 24%, 18%)","hsl(10, 49%, 36%)","cmyk(0%, 55%, 66%, 45%)"
tomato4,#8B3626,"rgb(139, 54, 38)","rgb(55%, 21%, 15%)","hsl(10, 57%, 35%)","cmyk(0%, 61%, 73%, 45%)"
coral3,#CD5B45,"rgb(205, 91, 69)","rgb(80%, 36%, 27%)","hsl(10, 58%, 54%)","cmyk(0%, 56%, 66%, 20%)"
coral2,#EE6A50,"rgb(238, 106, 80)","rgb(93%, 42%, 31%)","hsl(10, 82%, 62%)","cmyk(0%, 55%, 66%, 7%)"
coral1,#FF7256,"rgb(255, 114, 86)","rgb(100%, 45%, 34%)","hsl(10, 100%, 67%)","cmyk(0%, 55%, 66%, 0%)"
jonathan apple,#B3432B,"rgb(179, 67, 43)","rgb(70%, 26%, 17%)","hsl(11, 61%, 44%)","cmyk(0%, 63%, 76%, 30%)"
englishred,#D43D1A,"rgb(212, 61, 26)","rgb(83%, 24%, 10%)","hsl(11, 78%, 47%)","cmyk(0%, 71%, 88%, 17%)"
pummelo pulp,#F5785A,"rgb(245, 120, 90)","rgb(96%, 47%, 35%)","hsl(12, 89%, 66%)","cmyk(0%, 51%, 63%, 4%)"
nectarine (Safe Hex3),#FF3300,"rgb(255, 51, 0)","rgb(100%, 20%, 0%)","hsl(12, 100%, 50%)","cmyk(0%, 80%, 100%, 0%)"
greenishumber,#FF3D0D,"rgb(255, 61, 13)","rgb(100%, 24%, 5%)","hsl(12, 100%, 53%)","cmyk(0%, 76%, 95%, 0%)"
salmon4,#8B4C39,"rgb(139, 76, 57)","rgb(55%, 30%, 22%)","hsl(14, 42%, 38%)","cmyk(0%, 45%, 59%, 45%)"
salmon3,#CD7054,"rgb(205, 112, 84)","rgb(80%, 44%, 33%)","hsl(14, 55%, 57%)","cmyk(0%, 45%, 59%, 20%)"
chili powder,#C73F17,"rgb(199, 63, 23)","rgb(78%, 25%, 9%)","hsl(14, 79%, 44%)","cmyk(0%, 68%, 88%, 22%)"
salmon2,#EE8262,"rgb(238, 130, 98)","rgb(93%, 51%, 38%)","hsl(14, 80%, 66%)","cmyk(0%, 45%, 59%, 7%)"
salmon1,#FF8C69,"rgb(255, 140, 105)","rgb(100%, 55%, 41%)","hsl(14, 100%, 71%)","cmyk(0%, 45%, 59%, 0%)"
sandstone,#A78D84,"rgb(167, 141, 132)","rgb(65%, 55%, 52%)","hsl(15, 17%, 59%)","cmyk(0%, 16%, 21%, 35%)"
darksalmon (SVG),#E9967A,"rgb(233, 150, 122)","rgb(91%, 59%, 48%)","hsl(15, 72%, 70%)","cmyk(0%, 36%, 48%, 9%)"
fleshochre,#FF5721,"rgb(255, 87, 33)","rgb(100%, 34%, 13%)","hsl(15, 100%, 56%)","cmyk(0%, 66%, 87%, 0%)"
sepia,#5E2612,"rgb(94, 38, 18)","rgb(37%, 15%, 7%)","hsl(16, 68%, 22%)","cmyk(0%, 60%, 81%, 63%)"
soylent red,#E04006,"rgb(224, 64, 6)","rgb(88%, 25%, 2%)","hsl(16, 95%, 45%)","cmyk(0%, 71%, 97%, 12%)"
brown1,#8B2500,"rgb(139, 37, 0)","rgb(55%, 15%, 0%)","hsl(16, 100%, 27%)","cmyk(0%, 73%, 100%, 45%)"
orangered3,#CD3700,"rgb(205, 55, 0)","rgb(80%, 22%, 0%)","hsl(16, 100%, 40%)","cmyk(0%, 73%, 100%, 20%)"
orangered2,#EE4000,"rgb(238, 64, 0)","rgb(93%, 25%, 0%)","hsl(16, 100%, 47%)","cmyk(0%, 73%, 100%, 7%)"
orangered (SVG),#FF4500,"rgb(255, 69, 0)","rgb(100%, 27%, 0%)","hsl(16, 100%, 50%)","cmyk(0%, 73%, 100%, 0%)"
coral (SVG),#FF7F50,"rgb(255, 127, 80)","rgb(100%, 50%, 31%)","hsl(16, 100%, 66%)","cmyk(0%, 50%, 69%, 0%)"
light salmon4,#8B5742,"rgb(139, 87, 66)","rgb(55%, 34%, 26%)","hsl(17, 36%, 40%)","cmyk(0%, 37%, 53%, 45%)"
light salmon3,#CD8162,"rgb(205, 129, 98)","rgb(80%, 51%, 38%)","hsl(17, 52%, 59%)","cmyk(0%, 37%, 52%, 20%)"
light salmon2,#EE9572,"rgb(238, 149, 114)","rgb(93%, 58%, 45%)","hsl(17, 78%, 69%)","cmyk(0%, 37%, 52%, 7%)"
kidney bean,#B13E0F,"rgb(177, 62, 15)","rgb(69%, 24%, 6%)","hsl(17, 84%, 38%)","cmyk(0%, 65%, 92%, 31%)"
maroon5,#691F01,"rgb(105, 31, 1)","rgb(41%, 12%, 0%)","hsl(17, 98%, 21%)","cmyk(0%, 70%, 99%, 59%)"
lightsalmon (SVG),#FFA07A,"rgb(255, 160, 122)","rgb(100%, 63%, 48%)","hsl(17, 100%, 74%)","cmyk(0%, 37%, 52%, 0%)"
verydarkbrown,#5C4033,"rgb(92, 64, 51)","rgb(36%, 25%, 20%)","hsl(19, 29%, 28%)","cmyk(0%, 30%, 45%, 64%)"
feldspar,#D19275,"rgb(209, 146, 117)","rgb(82%, 57%, 46%)","hsl(19, 50%, 64%)","cmyk(0%, 30%, 44%, 18%)"
sienna (SVG),#A0522D,"rgb(160, 82, 45)","rgb(63%, 32%, 18%)","hsl(19, 56%, 40%)","cmyk(0%, 49%, 72%, 37%)"
sienna3,#CD6839,"rgb(205, 104, 57)","rgb(80%, 41%, 22%)","hsl(19, 60%, 51%)","cmyk(0%, 49%, 72%, 20%)"
burntsienna,#8A360F,"rgb(138, 54, 15)","rgb(54%, 21%, 6%)","hsl(19, 80%, 30%)","cmyk(0%, 61%, 89%, 46%)"
sienna2,#EE7942,"rgb(238, 121, 66)","rgb(93%, 47%, 26%)","hsl(19, 83%, 60%)","cmyk(0%, 49%, 72%, 7%)"
orange5,#FF7D40,"rgb(255, 125, 64)","rgb(100%, 49%, 25%)","hsl(19, 100%, 63%)","cmyk(0%, 51%, 75%, 0%)"
sienna1,#FF8247,"rgb(255, 130, 71)","rgb(100%, 51%, 28%)","hsl(19, 100%, 64%)","cmyk(0%, 49%, 72%, 0%)"
sienna4,#8B4726,"rgb(139, 71, 38)","rgb(55%, 28%, 15%)","hsl(20, 57%, 35%)","cmyk(0%, 49%, 73%, 45%)"
tan,#DB9370,"rgb(219, 147, 112)","rgb(86%, 58%, 44%)","hsl(20, 60%, 65%)","cmyk(0%, 33%, 49%, 14%)"
brownochre,#87421F,"rgb(135, 66, 31)","rgb(53%, 26%, 12%)","hsl(20, 63%, 33%)","cmyk(0%, 51%, 77%, 47%)"
chocolate (Safe Hex3),#993300,"rgb(153, 51, 0)","rgb(60%, 20%, 0%)","hsl(20, 100%, 30%)","cmyk(0%, 67%, 100%, 40%)"
orange crush,#F87531,"rgb(248, 117, 49)","rgb(97%, 46%, 19%)","hsl(21, 93%, 58%)","cmyk(0%, 53%, 80%, 3%)"
ivoryblack,#292421,"rgb(41, 36, 33)","rgb(16%, 14%, 13%)","hsl(22, 11%, 15%)","cmyk(0%, 12%, 20%, 84%)"
darktan,#97694F,"rgb(151, 105, 79)","rgb(59%, 41%, 31%)","hsl(22, 31%, 45%)","cmyk(0%, 30%, 48%, 41%)"
vandykebrown,#5E2605,"rgb(94, 38, 5)","rgb(37%, 15%, 2%)","hsl(22, 90%, 19%)","cmyk(0%, 60%, 95%, 63%)"
apricot,#FBA16C,"rgb(251, 161, 108)","rgb(98%, 63%, 42%)","hsl(22, 95%, 70%)","cmyk(0%, 36%, 57%, 2%)"
cadmiumorange,#FF6103,"rgb(255, 97, 3)","rgb(100%, 38%, 1%)","hsl(22, 100%, 51%)","cmyk(0%, 62%, 99%, 0%)"
marsorange,#964514,"rgb(150, 69, 20)","rgb(59%, 27%, 8%)","hsl(23, 76%, 33%)","cmyk(0%, 54%, 87%, 41%)"
mandarianorange,#E47833,"rgb(228, 120, 51)","rgb(89%, 47%, 20%)","hsl(23, 77%, 55%)","cmyk(0%, 47%, 78%, 11%)"
oregon salmon (Hex3),#FF7722,"rgb(255, 119, 34)","rgb(100%, 47%, 13%)","hsl(23, 100%, 57%)","cmyk(0%, 53%, 87%, 0%)"
semisweet chocolate1,#6B4226,"rgb(107, 66, 38)","rgb(42%, 26%, 15%)","hsl(24, 48%, 28%)","cmyk(0%, 38%, 64%, 58%)"
bakerschocolate,#5C3317,"rgb(92, 51, 23)","rgb(36%, 20%, 9%)","hsl(24, 60%, 23%)","cmyk(0%, 45%, 75%, 64%)"
deepochre,#733D1A,"rgb(115, 61, 26)","rgb(45%, 24%, 10%)","hsl(24, 63%, 28%)","cmyk(0%, 47%, 77%, 55%)"
orange (Safe Hex3),#FF6600,"rgb(255, 102, 0)","rgb(100%, 40%, 0%)","hsl(24, 100%, 50%)","cmyk(0%, 60%, 100%, 0%)"
tangerine,#FF7216,"rgb(255, 114, 22)","rgb(100%, 45%, 9%)","hsl(24, 100%, 54%)","cmyk(0%, 55%, 91%, 0%)"
peach (Hex3),#FF9955,"rgb(255, 153, 85)","rgb(100%, 60%, 33%)","hsl(24, 100%, 67%)","cmyk(0%, 40%, 67%, 0%)"
medium wood,#A68064,"rgb(166, 128, 100)","rgb(65%, 50%, 39%)","hsl(25, 27%, 52%)","cmyk(0%, 23%, 40%, 35%)"
darkwood,#855E42,"rgb(133, 94, 66)","rgb(52%, 37%, 26%)","hsl(25, 34%, 39%)","cmyk(0%, 29%, 50%, 48%)"
light wood,#E9C2A6,"rgb(233, 194, 166)","rgb(91%, 76%, 65%)","hsl(25, 60%, 78%)","cmyk(0%, 17%, 29%, 9%)"
chocolate3,#CD661D,"rgb(205, 102, 29)","rgb(80%, 40%, 11%)","hsl(25, 75%, 46%)","cmyk(0%, 50%, 86%, 20%)"
chocolate (SVG),#D2691E,"rgb(210, 105, 30)","rgb(82%, 41%, 12%)","hsl(25, 75%, 47%)","cmyk(0%, 50%, 86%, 18%)"
saddlebrown (SVG),#8B4513,"rgb(139, 69, 19)","rgb(55%, 27%, 7%)","hsl(25, 76%, 31%)","cmyk(0%, 50%, 86%, 45%)"
chocolate2,#EE7621,"rgb(238, 118, 33)","rgb(93%, 46%, 13%)","hsl(25, 86%, 53%)","cmyk(0%, 50%, 86%, 7%)"
chocolate1,#FF7F24,"rgb(255, 127, 36)","rgb(100%, 50%, 14%)","hsl(25, 100%, 57%)","cmyk(0%, 50%, 86%, 0%)"
seashell (SVG),#FFF5EE,"rgb(255, 245, 238)","rgb(100%, 96%, 93%)","hsl(25, 100%, 97%)","cmyk(0%, 4%, 7%, 0%)"
seashell3,#CDC5BF,"rgb(205, 197, 191)","rgb(80%, 77%, 75%)","hsl(26, 12%, 78%)","cmyk(0%, 4%, 7%, 20%)"
seashell2,#EEE5DE,"rgb(238, 229, 222)","rgb(93%, 90%, 87%)","hsl(26, 32%, 90%)","cmyk(0%, 4%, 7%, 7%)"
coconut shell,#BC7642,"rgb(188, 118, 66)","rgb(74%, 46%, 26%)","hsl(26, 48%, 50%)","cmyk(0%, 37%, 65%, 26%)"
sign brown,#603311,"rgb(96, 51, 17)","rgb(38%, 20%, 7%)","hsl(26, 70%, 22%)","cmyk(0%, 47%, 82%, 62%)"
marsyellow,#E3701A,"rgb(227, 112, 26)","rgb(89%, 44%, 10%)","hsl(26, 79%, 50%)","cmyk(0%, 51%, 89%, 11%)"
rawsienna,#C76114,"rgb(199, 97, 20)","rgb(78%, 38%, 8%)","hsl(26, 82%, 43%)","cmyk(0%, 51%, 90%, 22%)"
cantaloupe pulp,#FA9A50,"rgb(250, 154, 80)","rgb(98%, 60%, 31%)","hsl(26, 94%, 65%)","cmyk(0%, 38%, 68%, 2%)"
seashell4,#8B8682,"rgb(139, 134, 130)","rgb(55%, 53%, 51%)","hsl(27, 4%, 53%)","cmyk(0%, 4%, 6%, 45%)"
tan (Hex3),#EE8833,"rgb(238, 136, 51)","rgb(93%, 53%, 20%)","hsl(27, 85%, 57%)","cmyk(0%, 43%, 79%, 7%)"
desert sand,#FEE8D6,"rgb(254, 232, 214)","rgb(100%, 91%, 84%)","hsl(27, 95%, 92%)","cmyk(0%, 9%, 16%, 0%)"
titanium,#B6AFA9,"rgb(182, 175, 169)","rgb(71%, 69%, 66%)","hsl(28, 8%, 69%)","cmyk(0%, 4%, 7%, 29%)"
peachpuff4,#8B7765,"rgb(139, 119, 101)","rgb(55%, 47%, 40%)","hsl(28, 16%, 47%)","cmyk(0%, 14%, 27%, 45%)"
peachpuff3,#CDAF95,"rgb(205, 175, 149)","rgb(80%, 69%, 58%)","hsl(28, 36%, 69%)","cmyk(0%, 15%, 27%, 20%)"
peachpuff2,#EECBAD,"rgb(238, 203, 173)","rgb(93%, 80%, 68%)","hsl(28, 66%, 81%)","cmyk(0%, 15%, 27%, 7%)"
sandybrown (SVG),#F4A460,"rgb(244, 164, 96)","rgb(96%, 64%, 38%)","hsl(28, 87%, 67%)","cmyk(0%, 33%, 61%, 4%)"
peachpuff (SVG),#FFDAB9,"rgb(255, 218, 185)","rgb(100%, 85%, 73%)","hsl(28, 100%, 86%)","cmyk(0%, 15%, 27%, 0%)"
tan4,#8B5A2B,"rgb(139, 90, 43)","rgb(55%, 35%, 17%)","hsl(29, 53%, 36%)","cmyk(0%, 35%, 69%, 45%)"
copper,#B87333,"rgb(184, 115, 51)","rgb(72%, 45%, 20%)","hsl(29, 57%, 46%)","cmyk(0%, 38%, 72%, 28%)"
tan2,#EE9A49,"rgb(238, 154, 73)","rgb(93%, 60%, 29%)","hsl(29, 83%, 61%)","cmyk(0%, 35%, 69%, 7%)"
coffee,#AA5303,"rgb(170, 83, 3)","rgb(67%, 33%, 1%)","hsl(29, 97%, 34%)","cmyk(0%, 51%, 98%, 33%)"
tan1,#FFA54F,"rgb(255, 165, 79)","rgb(100%, 65%, 31%)","hsl(29, 100%, 65%)","cmyk(0%, 35%, 69%, 0%)"
espresso,#E7C6A5,"rgb(231, 198, 165)","rgb(91%, 78%, 65%)","hsl(30, 58%, 78%)","cmyk(0%, 14%, 29%, 9%)"
peru (SVG),#CD853F,"rgb(205, 133, 63)","rgb(80%, 52%, 25%)","hsl(30, 59%, 53%)","cmyk(0%, 35%, 69%, 20%)"
gold6,#CD7F32,"rgb(205, 127, 50)","rgb(80%, 50%, 20%)","hsl(30, 61%, 50%)","cmyk(0%, 38%, 76%, 20%)"
gold5,#CC7F32,"rgb(204, 127, 50)","rgb(80%, 50%, 20%)","hsl(30, 61%, 50%)","cmyk(0%, 38%, 75%, 20%)"
linen (SVG),#FAF0E6,"rgb(250, 240, 230)","rgb(98%, 94%, 90%)","hsl(30, 67%, 94%)","cmyk(0%, 4%, 8%, 2%)"
ochre (Hex3),#CC7722,"rgb(204, 119, 34)","rgb(80%, 47%, 13%)","hsl(30, 71%, 47%)","cmyk(0%, 42%, 83%, 20%)"
darkorange4,#8B4500,"rgb(139, 69, 0)","rgb(55%, 27%, 0%)","hsl(30, 100%, 27%)","cmyk(0%, 50%, 100%, 45%)"
darkorange3,#CD6600,"rgb(205, 102, 0)","rgb(80%, 40%, 0%)","hsl(30, 100%, 40%)","cmyk(0%, 50%, 100%, 20%)"
darkorange2,#EE7600,"rgb(238, 118, 0)","rgb(93%, 46%, 0%)","hsl(30, 100%, 47%)","cmyk(0%, 50%, 100%, 7%)"
orange,#FF8000,"rgb(255, 128, 0)","rgb(100%, 50%, 0%)","hsl(30, 100%, 50%)","cmyk(0%, 50%, 100%, 0%)"
darkorange1,#FF7F00,"rgb(255, 127, 0)","rgb(100%, 50%, 0%)","hsl(30, 100%, 50%)","cmyk(0%, 50%, 100%, 0%)"
sand (Safe Hex3),#FFCC99,"rgb(255, 204, 153)","rgb(100%, 80%, 60%)","hsl(30, 100%, 80%)","cmyk(0%, 20%, 40%, 0%)"
mocha latte,#C9AF94,"rgb(201, 175, 148)","rgb(79%, 69%, 58%)","hsl(31, 33%, 68%)","cmyk(0%, 13%, 26%, 21%)"
cafe americano,#362819,"rgb(54, 40, 25)","rgb(21%, 16%, 10%)","hsl(31, 37%, 15%)","cmyk(0%, 26%, 54%, 79%)"
cafe au lait,#B67C3D,"rgb(182, 124, 61)","rgb(71%, 49%, 24%)","hsl(31, 50%, 48%)","cmyk(0%, 32%, 66%, 29%)"
goldochre,#C77826,"rgb(199, 120, 38)","rgb(78%, 47%, 15%)","hsl(31, 68%, 46%)","cmyk(0%, 40%, 81%, 22%)"
melon,#E3A869,"rgb(227, 168, 105)","rgb(89%, 66%, 41%)","hsl(31, 69%, 65%)","cmyk(0%, 26%, 54%, 11%)"
yellowochre,#E38217,"rgb(227, 130, 23)","rgb(89%, 51%, 9%)","hsl(31, 82%, 49%)","cmyk(0%, 43%, 90%, 11%)"
cinnamon,#7B3F00,"rgb(123, 63, 0)","rgb(48%, 25%, 0%)","hsl(31, 100%, 24%)","cmyk(0%, 49%, 100%, 52%)"
bisque3,#CDB79E,"rgb(205, 183, 158)","rgb(80%, 72%, 62%)","hsl(32, 32%, 71%)","cmyk(0%, 11%, 23%, 20%)"
latte,#9F703A,"rgb(159, 112, 58)","rgb(62%, 44%, 23%)","hsl(32, 47%, 43%)","cmyk(0%, 30%, 64%, 38%)"
pistachio shell,#EBCEAC,"rgb(235, 206, 172)","rgb(92%, 81%, 67%)","hsl(32, 61%, 80%)","cmyk(0%, 12%, 27%, 8%)"
newtan,#EBC79E,"rgb(235, 199, 158)","rgb(92%, 78%, 62%)","hsl(32, 66%, 77%)","cmyk(0%, 15%, 33%, 8%)"
light copper,#EDC393,"rgb(237, 195, 147)","rgb(93%, 76%, 58%)","hsl(32, 71%, 75%)","cmyk(0%, 18%, 38%, 7%)"
pecan,#E18E2E,"rgb(225, 142, 46)","rgb(88%, 56%, 18%)","hsl(32, 75%, 53%)","cmyk(0%, 37%, 80%, 12%)"
crema,#C76E06,"rgb(199, 110, 6)","rgb(78%, 43%, 2%)","hsl(32, 94%, 40%)","cmyk(0%, 45%, 97%, 22%)"
sign orange,#DD7500,"rgb(221, 117, 0)","rgb(87%, 46%, 0%)","hsl(32, 100%, 43%)","cmyk(0%, 47%, 100%, 13%)"
darkorange5,#FF8600,"rgb(255, 134, 0)","rgb(100%, 53%, 0%)","hsl(32, 100%, 50%)","cmyk(0%, 47%, 100%, 0%)"
antiquewhite3,#CDC0B0,"rgb(205, 192, 176)","rgb(80%, 75%, 69%)","hsl(33, 22%, 75%)","cmyk(0%, 6%, 14%, 20%)"
burlywood4,#8B7355,"rgb(139, 115, 85)","rgb(55%, 45%, 33%)","hsl(33, 24%, 44%)","cmyk(0%, 17%, 39%, 45%)"
bisque2,#EED5B7,"rgb(238, 213, 183)","rgb(93%, 84%, 72%)","hsl(33, 62%, 83%)","cmyk(0%, 11%, 23%, 7%)"
cashew,#DFAE74,"rgb(223, 174, 116)","rgb(87%, 68%, 45%)","hsl(33, 63%, 66%)","cmyk(0%, 22%, 48%, 13%)"
carrot,#ED9121,"rgb(237, 145, 33)","rgb(93%, 57%, 13%)","hsl(33, 85%, 53%)","cmyk(0%, 39%, 86%, 7%)"
darkorange (SVG),#FF8C00,"rgb(255, 140, 0)","rgb(100%, 55%, 0%)","hsl(33, 100%, 50%)","cmyk(0%, 45%, 100%, 0%)"
bisque (SVG),#FFE4C4,"rgb(255, 228, 196)","rgb(100%, 89%, 77%)","hsl(33, 100%, 88%)","cmyk(0%, 11%, 23%, 0%)"
antiquewhite1,#FFEFDB,"rgb(255, 239, 219)","rgb(100%, 94%, 86%)","hsl(33, 100%, 93%)","cmyk(0%, 6%, 14%, 0%)"
bisque4,#8B7D6B,"rgb(139, 125, 107)","rgb(55%, 49%, 42%)","hsl(34, 13%, 48%)","cmyk(0%, 10%, 23%, 45%)"
beige dark,#A39480,"rgb(163, 148, 128)","rgb(64%, 58%, 50%)","hsl(34, 16%, 57%)","cmyk(0%, 9%, 21%, 36%)"
burlywood3,#CDAA7D,"rgb(205, 170, 125)","rgb(80%, 67%, 49%)","hsl(34, 44%, 65%)","cmyk(0%, 17%, 39%, 20%)"
tan (SVG),#D2B48C,"rgb(210, 180, 140)","rgb(82%, 71%, 55%)","hsl(34, 44%, 69%)","cmyk(0%, 14%, 33%, 18%)"
antiquewhite2,#EEDFCC,"rgb(238, 223, 204)","rgb(93%, 87%, 80%)","hsl(34, 50%, 87%)","cmyk(0%, 6%, 14%, 7%)"
almond,#C48E48,"rgb(196, 142, 72)","rgb(77%, 56%, 28%)","hsl(34, 51%, 53%)","cmyk(0%, 28%, 63%, 23%)"
burlywood (SVG),#DEB887,"rgb(222, 184, 135)","rgb(87%, 72%, 53%)","hsl(34, 57%, 70%)","cmyk(0%, 17%, 39%, 13%)"
brick,#9C661F,"rgb(156, 102, 31)","rgb(61%, 40%, 12%)","hsl(34, 67%, 37%)","cmyk(0%, 35%, 80%, 39%)"
burlywood2,#EEC591,"rgb(238, 197, 145)","rgb(93%, 77%, 57%)","hsl(34, 73%, 75%)","cmyk(0%, 17%, 39%, 7%)"
antiquewhite (SVG),#FAEBD7,"rgb(250, 235, 215)","rgb(98%, 92%, 84%)","hsl(34, 78%, 91%)","cmyk(0%, 6%, 14%, 2%)"
cool copper,#D98719,"rgb(217, 135, 25)","rgb(85%, 53%, 10%)","hsl(34, 79%, 47%)","cmyk(0%, 38%, 88%, 15%)"
eggshell,#FCE6C9,"rgb(252, 230, 201)","rgb(99%, 90%, 79%)","hsl(34, 89%, 89%)","cmyk(0%, 9%, 20%, 1%)"
cadmiumyellow,#FF9912,"rgb(255, 153, 18)","rgb(100%, 60%, 7%)","hsl(34, 100%, 54%)","cmyk(0%, 40%, 93%, 0%)"
burlywood1,#FFD39B,"rgb(255, 211, 155)","rgb(100%, 83%, 61%)","hsl(34, 100%, 80%)","cmyk(0%, 17%, 39%, 0%)"
antiquewhite4,#8B8378,"rgb(139, 131, 120)","rgb(55%, 51%, 47%)","hsl(35, 8%, 51%)","cmyk(0%, 6%, 14%, 45%)"
cappuccino,#B28647,"rgb(178, 134, 71)","rgb(70%, 53%, 28%)","hsl(35, 43%, 49%)","cmyk(0%, 25%, 60%, 30%)"
rawumber,#734A12,"rgb(115, 74, 18)","rgb(45%, 29%, 7%)","hsl(35, 73%, 26%)","cmyk(0%, 36%, 84%, 55%)"
navajowhite4,#8B795E,"rgb(139, 121, 94)","rgb(55%, 47%, 37%)","hsl(36, 19%, 46%)","cmyk(0%, 13%, 32%, 45%)"
navajowhite3,#CDB38B,"rgb(205, 179, 139)","rgb(80%, 70%, 55%)","hsl(36, 40%, 67%)","cmyk(0%, 13%, 32%, 20%)"
navajowhite2,#EECFA1,"rgb(238, 207, 161)","rgb(93%, 81%, 63%)","hsl(36, 69%, 78%)","cmyk(0%, 13%, 32%, 7%)"
kumquat,#DC8909,"rgb(220, 137, 9)","rgb(86%, 54%, 4%)","hsl(36, 92%, 45%)","cmyk(0%, 38%, 96%, 14%)"
bread,#FCD59C,"rgb(252, 213, 156)","rgb(99%, 84%, 61%)","hsl(36, 94%, 80%)","cmyk(0%, 15%, 38%, 1%)"
peach,#FEF0DB,"rgb(254, 240, 219)","rgb(100%, 94%, 86%)","hsl(36, 95%, 93%)","cmyk(0%, 6%, 14%, 0%)"
cinnamon (Hex3),#AA6600,"rgb(170, 102, 0)","rgb(67%, 40%, 0%)","hsl(36, 100%, 33%)","cmyk(0%, 40%, 100%, 33%)"
aureolineyellow,#FFA824,"rgb(255, 168, 36)","rgb(100%, 66%, 14%)","hsl(36, 100%, 57%)","cmyk(0%, 34%, 86%, 0%)"
cheddar,#FFC469,"rgb(255, 196, 105)","rgb(100%, 77%, 41%)","hsl(36, 100%, 71%)","cmyk(0%, 23%, 59%, 0%)"
navajowhite (SVG),#FFDEAD,"rgb(255, 222, 173)","rgb(100%, 87%, 68%)","hsl(36, 100%, 84%)","cmyk(0%, 13%, 32%, 0%)"
blanchedalmond (SVG),#FFEBCD,"rgb(255, 235, 205)","rgb(100%, 92%, 80%)","hsl(36, 100%, 90%)","cmyk(0%, 8%, 20%, 0%)"
bronzeii,#A67D3D,"rgb(166, 125, 61)","rgb(65%, 49%, 24%)","hsl(37, 46%, 45%)","cmyk(0%, 25%, 63%, 35%)"
beach sand,#EED6AF,"rgb(238, 214, 175)","rgb(93%, 84%, 69%)","hsl(37, 65%, 81%)","cmyk(0%, 10%, 26%, 7%)"
papayawhip (SVG),#FFEFD5,"rgb(255, 239, 213)","rgb(100%, 94%, 84%)","hsl(37, 100%, 92%)","cmyk(0%, 6%, 16%, 0%)"
naplesyellowdeep,#FFA812,"rgb(255, 168, 18)","rgb(100%, 66%, 7%)","hsl(38, 100%, 54%)","cmyk(0%, 34%, 93%, 0%)"
moccasin (SVG),#FFE4B5,"rgb(255, 228, 181)","rgb(100%, 89%, 71%)","hsl(38, 100%, 85%)","cmyk(0%, 11%, 29%, 0%)"
wheat4,#8B7E66,"rgb(139, 126, 102)","rgb(55%, 49%, 40%)","hsl(39, 15%, 47%)","cmyk(0%, 9%, 27%, 45%)"
bronze,#8C7853,"rgb(140, 120, 83)","rgb(55%, 47%, 33%)","hsl(39, 26%, 44%)","cmyk(0%, 14%, 41%, 45%)"
wheat3,#CDBA96,"rgb(205, 186, 150)","rgb(80%, 73%, 59%)","hsl(39, 35%, 70%)","cmyk(0%, 9%, 27%, 20%)"
wheat2,#EED8AE,"rgb(238, 216, 174)","rgb(93%, 85%, 68%)","hsl(39, 65%, 81%)","cmyk(0%, 9%, 27%, 7%)"
wheat (SVG),#F5DEB3,"rgb(245, 222, 179)","rgb(96%, 87%, 70%)","hsl(39, 77%, 83%)","cmyk(0%, 9%, 27%, 4%)"
oldlace (SVG),#FDF5E6,"rgb(253, 245, 230)","rgb(99%, 96%, 90%)","hsl(39, 85%, 95%)","cmyk(0%, 3%, 9%, 1%)"
orange4,#8B5A00,"rgb(139, 90, 0)","rgb(55%, 35%, 0%)","hsl(39, 100%, 27%)","cmyk(0%, 35%, 100%, 45%)"
orange3,#CD8500,"rgb(205, 133, 0)","rgb(80%, 52%, 0%)","hsl(39, 100%, 40%)","cmyk(0%, 35%, 100%, 20%)"
orange2,#EE9A00,"rgb(238, 154, 0)","rgb(93%, 60%, 0%)","hsl(39, 100%, 47%)","cmyk(0%, 35%, 100%, 7%)"
