Color.Name,Hex.Code,Dec.Code,X.Code,HSL.Code,CMYK.Code
seaweed roll,#748269,"rgb(116, 130, 105)","rgb(45%, 51%, 41%)","hsl(94, 11%, 46%)","cmyk(11%, 0%, 19%, 49%)"
neon green,#83F52C,"rgb(131, 245, 44)","rgb(51%, 96%, 17%)","hsl(94, 91%, 57%)","cmyk(47%, 0%, 82%, 4%)"
forestgreen2,#567E3A,"rgb(86, 126, 58)","rgb(34%, 49%, 23%)","hsl(95, 37%, 36%)","cmyk(32%, 0%, 54%, 51%)"
camo3,#9DB68C,"rgb(157, 182, 140)","rgb(62%, 71%, 55%)","hsl(96, 22%, 63%)","cmyk(14%, 0%, 23%, 29%)"
lichen,#C0D9AF,"rgb(192, 217, 175)","rgb(75%, 85%, 69%)","hsl(96, 36%, 77%)","cmyk(12%, 0%, 19%, 15%)"
guacamole,#A6D785,"rgb(166, 215, 133)","rgb(65%, 84%, 52%)","hsl(96, 51%, 68%)","cmyk(23%, 0%, 38%, 16%)"
cinnabargreen,#61B329,"rgb(97, 179, 41)","rgb(38%, 70%, 16%)","hsl(96, 63%, 43%)","cmyk(46%, 0%, 77%, 30%)"
green goo,#77896C,"rgb(119, 137, 108)","rgb(47%, 54%, 42%)","hsl(97, 12%, 48%)","cmyk(13%, 0%, 21%, 46%)"
pond scum,#687E5A,"rgb(104, 126, 90)","rgb(41%, 49%, 35%)","hsl(97, 17%, 42%)","cmyk(17%, 0%, 29%, 51%)"
douglas fir,#3F602B,"rgb(63, 96, 43)","rgb(25%, 38%, 17%)","hsl(97, 38%, 27%)","cmyk(34%, 0%, 55%, 62%)"
royal palm,#3F6826,"rgb(63, 104, 38)","rgb(25%, 41%, 15%)","hsl(97, 46%, 28%)","cmyk(39%, 0%, 63%, 59%)"
green quartz,#8AA37B,"rgb(138, 163, 123)","rgb(54%, 64%, 48%)","hsl(98, 18%, 56%)","cmyk(15%, 0%, 25%, 36%)"
green cheese,#8FA880,"rgb(143, 168, 128)","rgb(56%, 66%, 50%)","hsl(98, 19%, 58%)","cmyk(15%, 0%, 24%, 34%)"
seaweed,#646F5E,"rgb(100, 111, 94)","rgb(39%, 44%, 37%)","hsl(99, 8%, 40%)","cmyk(10%, 0%, 15%, 56%)"
noble fir,#476A34,"rgb(71, 106, 52)","rgb(28%, 42%, 20%)","hsl(99, 34%, 31%)","cmyk(33%, 0%, 51%, 58%)"
green LED,#5DFC0A,"rgb(93, 252, 10)","rgb(36%, 99%, 4%)","hsl(99, 98%, 51%)","cmyk(63%, 0%, 96%, 1%)"
spinach,#435D36,"rgb(67, 93, 54)","rgb(26%, 36%, 21%)","hsl(100, 27%, 29%)","cmyk(28%, 0%, 42%, 64%)"
greenyellow,#93DB70,"rgb(147, 219, 112)","rgb(58%, 86%, 44%)","hsl(100, 60%, 65%)","cmyk(33%, 0%, 49%, 14%)"
olive3b,#3B5E2B,"rgb(59, 94, 43)","rgb(23%, 37%, 17%)","hsl(101, 37%, 27%)","cmyk(37%, 0%, 54%, 63%)"
frog,#84BE6A,"rgb(132, 190, 106)","rgb(52%, 75%, 42%)","hsl(101, 39%, 58%)","cmyk(31%, 0%, 44%, 25%)"
kelly,#4CBB17,"rgb(76, 187, 23)","rgb(30%, 73%, 9%)","hsl(101, 78%, 41%)","cmyk(59%, 0%, 88%, 27%)"
park ranger,#484D46,"rgb(72, 77, 70)","rgb(28%, 30%, 27%)","hsl(103, 5%, 29%)","cmyk(6%, 0%, 9%, 70%)"
circuit board,#3A6629,"rgb(58, 102, 41)","rgb(23%, 40%, 16%)","hsl(103, 43%, 28%)","cmyk(43%, 0%, 60%, 60%)"
Nerf green,#49E20E,"rgb(73, 226, 14)","rgb(29%, 89%, 5%)","hsl(103, 88%, 47%)","cmyk(68%, 0%, 94%, 11%)"
sapgreen,#308014,"rgb(48, 128, 20)","rgb(19%, 50%, 8%)","hsl(104, 73%, 29%)","cmyk(63%, 0%, 84%, 50%)"
cantaloupe,#9CA998,"rgb(156, 169, 152)","rgb(61%, 66%, 60%)","hsl(106, 9%, 63%)","cmyk(8%, 0%, 10%, 34%)"
leaf,#55AE3A,"rgb(85, 174, 58)","rgb(33%, 68%, 23%)","hsl(106, 50%, 45%)","cmyk(51%, 0%, 67%, 32%)"
green moth,#7BBF6A,"rgb(123, 191, 106)","rgb(48%, 75%, 42%)","hsl(108, 40%, 58%)","cmyk(36%, 0%, 45%, 25%)"
grass,#4DBD33,"rgb(77, 189, 51)","rgb(30%, 74%, 20%)","hsl(109, 58%, 47%)","cmyk(59%, 0%, 73%, 26%)"
mint ice cream,#C5E3BF,"rgb(197, 227, 191)","rgb(77%, 89%, 75%)","hsl(110, 39%, 82%)","cmyk(13%, 0%, 16%, 11%)"
green grass of home,#395D33,"rgb(57, 93, 51)","rgb(22%, 36%, 20%)","hsl(111, 29%, 28%)","cmyk(39%, 0%, 45%, 64%)"
snake,#596C56,"rgb(89, 108, 86)","rgb(35%, 42%, 34%)","hsl(112, 11%, 38%)","cmyk(18%, 0%, 20%, 58%)"
camo2,#A9C9A4,"rgb(169, 201, 164)","rgb(66%, 79%, 64%)","hsl(112, 26%, 72%)","cmyk(16%, 0%, 18%, 21%)"
100 euro,#86C67C,"rgb(134, 198, 124)","rgb(53%, 78%, 49%)","hsl(112, 39%, 63%)","cmyk(32%, 0%, 37%, 22%)"
night vision,#7BCC70,"rgb(123, 204, 112)","rgb(48%, 80%, 44%)","hsl(113, 47%, 62%)","cmyk(40%, 0%, 45%, 20%)"
green soap,#8CDD81,"rgb(140, 221, 129)","rgb(55%, 87%, 51%)","hsl(113, 58%, 69%)","cmyk(37%, 0%, 42%, 13%)"
putting,#699864,"rgb(105, 152, 100)","rgb(41%, 60%, 39%)","hsl(114, 21%, 49%)","cmyk(31%, 0%, 34%, 40%)"
green lantern,#3D8B37,"rgb(61, 139, 55)","rgb(24%, 55%, 22%)","hsl(116, 43%, 38%)","cmyk(56%, 0%, 60%, 45%)"
tea leaves,#5F755E,"rgb(95, 117, 94)","rgb(37%, 46%, 37%)","hsl(117, 11%, 41%)","cmyk(19%, 0%, 20%, 54%)"
new $20,#B7C8B6,"rgb(183, 200, 182)","rgb(72%, 78%, 71%)","hsl(117, 14%, 75%)","cmyk(8%, 0%, 9%, 22%)"
green algae,#63AB62,"rgb(99, 171, 98)","rgb(39%, 67%, 38%)","hsl(119, 30%, 53%)","cmyk(42%, 0%, 43%, 33%)"
wales,#4AC948,"rgb(74, 201, 72)","rgb(29%, 79%, 28%)","hsl(119, 54%, 54%)","cmyk(63%, 0%, 64%, 21%)"
honeydew4,#838B83,"rgb(131, 139, 131)","rgb(51%, 55%, 51%)","hsl(120, 3%, 53%)","cmyk(6%, 0%, 6%, 45%)"
honeydew3,#C1CDC1,"rgb(193, 205, 193)","rgb(76%, 80%, 76%)","hsl(120, 11%, 78%)","cmyk(6%, 0%, 6%, 20%)"
darkseagreen4,#698B69,"rgb(105, 139, 105)","rgb(41%, 55%, 41%)","hsl(120, 14%, 48%)","cmyk(24%, 0%, 24%, 45%)"
darkgreen,#2F4F2F,"rgb(47, 79, 47)","rgb(18%, 31%, 18%)","hsl(120, 25%, 25%)","cmyk(41%, 0%, 41%, 69%)"
medium seagreen,#426F42,"rgb(66, 111, 66)","rgb(26%, 44%, 26%)","hsl(120, 25%, 35%)","cmyk(41%, 0%, 41%, 56%)"
palegreen4,#548B54,"rgb(84, 139, 84)","rgb(33%, 55%, 33%)","hsl(120, 25%, 44%)","cmyk(40%, 0%, 40%, 45%)"
darkseagreen (SVG),#8FBC8F,"rgb(143, 188, 143)","rgb(56%, 74%, 56%)","hsl(120, 25%, 65%)","cmyk(24%, 0%, 24%, 26%)"
honeydew2,#E0EEE0,"rgb(224, 238, 224)","rgb(88%, 93%, 88%)","hsl(120, 29%, 91%)","cmyk(6%, 0%, 6%, 7%)"
darkseagreen3,#9BCD9B,"rgb(155, 205, 155)","rgb(61%, 80%, 61%)","hsl(120, 33%, 71%)","cmyk(24%, 0%, 24%, 20%)"
sgichartreuse,#71C671,"rgb(113, 198, 113)","rgb(44%, 78%, 44%)","hsl(120, 43%, 61%)","cmyk(43%, 0%, 43%, 22%)"
palegreen3,#7CCD7C,"rgb(124, 205, 124)","rgb(49%, 80%, 49%)","hsl(120, 45%, 65%)","cmyk(40%, 0%, 40%, 20%)"
huntergreen,#215E21,"rgb(33, 94, 33)","rgb(13%, 37%, 13%)","hsl(120, 48%, 25%)","cmyk(65%, 0%, 65%, 63%)"
forestgreen (SVG),#228B22,"rgb(34, 139, 34)","rgb(13%, 55%, 13%)","hsl(120, 61%, 34%)","cmyk(76%, 0%, 76%, 45%)"
limegreen (SVG),#32CD32,"rgb(50, 205, 50)","rgb(20%, 80%, 20%)","hsl(120, 61%, 50%)","cmyk(76%, 0%, 76%, 20%)"
darkseagreen2,#B4EEB4,"rgb(180, 238, 180)","rgb(71%, 93%, 71%)","hsl(120, 63%, 82%)","cmyk(24%, 0%, 24%, 7%)"
light green (SVG),#90EE90,"rgb(144, 238, 144)","rgb(56%, 93%, 56%)","hsl(120, 73%, 75%)","cmyk(39%, 0%, 39%, 7%)"
palegreen (SVG),#98FB98,"rgb(152, 251, 152)","rgb(60%, 98%, 60%)","hsl(120, 93%, 79%)","cmyk(39%, 0%, 39%, 2%)"
pinegreen (Safe Hex3),#003300,"rgb(0, 51, 0)","rgb(0%, 20%, 0%)","hsl(120, 100%, 10%)","cmyk(100%, 0%, 100%, 80%)"
dumpster,#004F00,"rgb(0, 79, 0)","rgb(0%, 31%, 0%)","hsl(120, 100%, 15%)","cmyk(100%, 0%, 100%, 69%)"
darkgreen (SVG),#006400,"rgb(0, 100, 0)","rgb(0%, 39%, 0%)","hsl(120, 100%, 20%)","cmyk(100%, 0%, 100%, 61%)"
green (16 SVG),#008000,"rgb(0, 128, 0)","rgb(0%, 50%, 0%)","hsl(120, 100%, 25%)","cmyk(100%, 0%, 100%, 50%)"
green4,#008B00,"rgb(0, 139, 0)","rgb(0%, 55%, 0%)","hsl(120, 100%, 27%)","cmyk(100%, 0%, 100%, 45%)"
irish flag (Safe Hex3),#009900,"rgb(0, 153, 0)","rgb(0%, 60%, 0%)","hsl(120, 100%, 30%)","cmyk(100%, 0%, 100%, 40%)"
green3,#00CD00,"rgb(0, 205, 0)","rgb(0%, 80%, 0%)","hsl(120, 100%, 40%)","cmyk(100%, 0%, 100%, 20%)"
green2 (Hex3),#00EE00,"rgb(0, 238, 0)","rgb(0%, 93%, 0%)","hsl(120, 100%, 47%)","cmyk(100%, 0%, 100%, 7%)"
lime (Safe 16 SVG Hex3),#00FF00,"rgb(0, 255, 0)","rgb(0%, 100%, 0%)","hsl(120, 100%, 50%)","cmyk(100%, 0%, 100%, 0%)"
parrotgreen (Safe Hex3),#33FF33,"rgb(51, 255, 51)","rgb(20%, 100%, 20%)","hsl(120, 100%, 60%)","cmyk(80%, 0%, 80%, 0%)"
wasabi (Safe Hex3),#66FF66,"rgb(102, 255, 102)","rgb(40%, 100%, 40%)","hsl(120, 100%, 70%)","cmyk(60%, 0%, 60%, 0%)"
palegreen1,#9AFF9A,"rgb(154, 255, 154)","rgb(60%, 100%, 60%)","hsl(120, 100%, 80%)","cmyk(40%, 0%, 40%, 0%)"
darkseagreen1,#C1FFC1,"rgb(193, 255, 193)","rgb(76%, 100%, 76%)","hsl(120, 100%, 88%)","cmyk(24%, 0%, 24%, 0%)"
offwhitegreen (Safe Hex3),#CCFFCC,"rgb(204, 255, 204)","rgb(80%, 100%, 80%)","hsl(120, 100%, 90%)","cmyk(20%, 0%, 20%, 0%)"
honeydew (SVG),#F0FFF0,"rgb(240, 255, 240)","rgb(94%, 100%, 94%)","hsl(120, 100%, 97%)","cmyk(6%, 0%, 6%, 0%)"
green MM,#4BB74C,"rgb(75, 183, 76)","rgb(29%, 72%, 30%)","hsl(121, 43%, 51%)","cmyk(59%, 0%, 58%, 28%)"
viridianlight,#6EFF70,"rgb(110, 255, 112)","rgb(43%, 100%, 44%)","hsl(121, 100%, 72%)","cmyk(57%, 0%, 56%, 0%)"
cobaltgreen,#3D9140,"rgb(61, 145, 64)","rgb(24%, 57%, 25%)","hsl(122, 41%, 40%)","cmyk(58%, 0%, 56%, 43%)"
shamrock shake,#B2D0B4,"rgb(178, 208, 180)","rgb(70%, 82%, 71%)","hsl(124, 24%, 76%)","cmyk(14%, 0%, 13%, 18%)"
gummi green,#24D330,"rgb(36, 211, 48)","rgb(14%, 83%, 19%)","hsl(124, 71%, 48%)","cmyk(83%, 0%, 77%, 17%)"
fraser fir,#4D6B50,"rgb(77, 107, 80)","rgb(30%, 42%, 31%)","hsl(126, 16%, 36%)","cmyk(28%, 0%, 25%, 58%)"
emerald,#5B9C64,"rgb(91, 156, 100)","rgb(36%, 61%, 39%)","hsl(128, 26%, 48%)","cmyk(42%, 0%, 36%, 39%)"
green taxi,#3F9E4D,"rgb(63, 158, 77)","rgb(25%, 62%, 30%)","hsl(129, 43%, 43%)","cmyk(60%, 0%, 51%, 38%)"
green stamp,#517B58,"rgb(81, 123, 88)","rgb(32%, 48%, 35%)","hsl(130, 21%, 40%)","cmyk(34%, 0%, 28%, 52%)"
permanent green,#0AC92B,"rgb(10, 201, 43)","rgb(4%, 79%, 17%)","hsl(130, 91%, 41%)","cmyk(95%, 0%, 79%, 21%)"
mint green,#BDFCC9,"rgb(189, 252, 201)","rgb(74%, 99%, 79%)","hsl(131, 91%, 86%)","cmyk(25%, 0%, 20%, 1%)"
obsidian,#3D5B43,"rgb(61, 91, 67)","rgb(24%, 36%, 26%)","hsl(132, 20%, 30%)","cmyk(33%, 0%, 26%, 64%)"
pool table,#31B94D,"rgb(49, 185, 77)","rgb(19%, 73%, 30%)","hsl(132, 58%, 46%)","cmyk(74%, 0%, 58%, 27%)"
bottle green,#1DA237,"rgb(29, 162, 55)","rgb(11%, 64%, 22%)","hsl(132, 70%, 37%)","cmyk(82%, 0%, 66%, 36%)"
springgreen (Safe Hex3),#00FF33,"rgb(0, 255, 51)","rgb(0%, 100%, 20%)","hsl(132, 100%, 50%)","cmyk(100%, 0%, 80%, 0%)"
eton blue,#96C8A2,"rgb(150, 200, 162)","rgb(59%, 78%, 64%)","hsl(134, 31%, 69%)","cmyk(25%, 0%, 19%, 22%)"
clover,#3EA055,"rgb(62, 160, 85)","rgb(24%, 63%, 33%)","hsl(134, 44%, 44%)","cmyk(61%, 0%, 47%, 37%)"
scotland pound,#487153,"rgb(72, 113, 83)","rgb(28%, 44%, 33%)","hsl(136, 22%, 36%)","cmyk(36%, 0%, 27%, 56%)"
celtics,#00611C,"rgb(0, 97, 28)","rgb(0%, 38%, 11%)","hsl(137, 100%, 19%)","cmyk(100%, 0%, 71%, 62%)"
truegreen,#00AF33,"rgb(0, 175, 51)","rgb(0%, 69%, 20%)","hsl(137, 100%, 34%)","cmyk(100%, 0%, 71%, 31%)"
england pound,#688571,"rgb(104, 133, 113)","rgb(41%, 52%, 44%)","hsl(139, 12%, 46%)","cmyk(22%, 0%, 15%, 48%)"
LCD back,#91B49C,"rgb(145, 180, 156)","rgb(57%, 71%, 61%)","hsl(139, 19%, 64%)","cmyk(19%, 0%, 13%, 29%)"
Coke bottle,#79A888,"rgb(121, 168, 136)","rgb(47%, 66%, 53%)","hsl(139, 21%, 57%)","cmyk(28%, 0%, 19%, 34%)"
vanilla mint,#B4D7BF,"rgb(180, 215, 191)","rgb(71%, 84%, 75%)","hsl(139, 30%, 77%)","cmyk(16%, 0%, 11%, 16%)"
old money,#337147,"rgb(51, 113, 71)","rgb(20%, 44%, 28%)","hsl(139, 38%, 32%)","cmyk(55%, 0%, 37%, 56%)"
aquaman,#37BC61,"rgb(55, 188, 97)","rgb(22%, 74%, 38%)","hsl(139, 55%, 48%)","cmyk(71%, 0%, 48%, 26%)"
aquamarine,#70DB93,"rgb(112, 219, 147)","rgb(44%, 86%, 58%)","hsl(140, 60%, 65%)","cmyk(49%, 0%, 33%, 14%)"
shamrock,#40664D,"rgb(64, 102, 77)","rgb(25%, 40%, 30%)","hsl(141, 23%, 33%)","cmyk(37%, 0%, 25%, 60%)"
pastel green,#92CCA6,"rgb(146, 204, 166)","rgb(57%, 80%, 65%)","hsl(141, 36%, 69%)","cmyk(28%, 0%, 19%, 20%)"
green line,#329555,"rgb(50, 149, 85)","rgb(20%, 58%, 33%)","hsl(141, 50%, 39%)","cmyk(66%, 0%, 43%, 42%)"
banker's lamp,#0E8C3A,"rgb(14, 140, 58)","rgb(5%, 55%, 23%)","hsl(141, 82%, 30%)","cmyk(90%, 0%, 59%, 45%)"
pumice,#78A489,"rgb(120, 164, 137)","rgb(47%, 64%, 54%)","hsl(143, 19%, 56%)","cmyk(27%, 0%, 16%, 36%)"
green party,#3E6B4F,"rgb(62, 107, 79)","rgb(24%, 42%, 31%)","hsl(143, 27%, 33%)","cmyk(42%, 0%, 26%, 58%)"
cucumber,#2C5D3F,"rgb(44, 93, 63)","rgb(17%, 36%, 25%)","hsl(143, 36%, 27%)","cmyk(53%, 0%, 32%, 64%)"
blue fern,#759B84,"rgb(117, 155, 132)","rgb(46%, 61%, 52%)","hsl(144, 16%, 53%)","cmyk(25%, 0%, 15%, 39%)"
park bench,#2E6444,"rgb(46, 100, 68)","rgb(18%, 39%, 27%)","hsl(144, 37%, 29%)","cmyk(54%, 0%, 32%, 61%)"
neonavocado (Safe Hex3),#00FF66,"rgb(0, 255, 102)","rgb(0%, 100%, 40%)","hsl(144, 100%, 50%)","cmyk(100%, 0%, 60%, 0%)"
seagreen (SVG),#2E8B57,"rgb(46, 139, 87)","rgb(18%, 55%, 34%)","hsl(146, 50%, 36%)","cmyk(67%, 0%, 37%, 45%)"
seagreen2,#4EEE94,"rgb(78, 238, 148)","rgb(31%, 93%, 58%)","hsl(146, 82%, 62%)","cmyk(67%, 0%, 38%, 7%)"
emeraldgreen,#00C957,"rgb(0, 201, 87)","rgb(0%, 79%, 34%)","hsl(146, 100%, 39%)","cmyk(100%, 0%, 57%, 21%)"
seagreen1,#54FF9F,"rgb(84, 255, 159)","rgb(33%, 100%, 62%)","hsl(146, 100%, 66%)","cmyk(67%, 0%, 38%, 0%)"
moon,#DBE6E0,"rgb(219, 230, 224)","rgb(86%, 90%, 88%)","hsl(147, 18%, 88%)","cmyk(5%, 0%, 3%, 10%)"
octopus,#34925E,"rgb(52, 146, 94)","rgb(20%, 57%, 37%)","hsl(147, 47%, 39%)","cmyk(64%, 0%, 36%, 43%)"
mediumseagreen (SVG),#3CB371,"rgb(60, 179, 113)","rgb(24%, 70%, 44%)","hsl(147, 50%, 47%)","cmyk(66%, 0%, 37%, 30%)"
seagreen3,#43CD80,"rgb(67, 205, 128)","rgb(26%, 80%, 50%)","hsl(147, 58%, 53%)","cmyk(67%, 0%, 38%, 20%)"
isle royale greenstone,#426352,"rgb(66, 99, 82)","rgb(26%, 39%, 32%)","hsl(149, 20%, 32%)","cmyk(33%, 0%, 17%, 61%)"
fisherman's float,#607C6E,"rgb(96, 124, 110)","rgb(38%, 49%, 43%)","hsl(150, 13%, 43%)","cmyk(23%, 0%, 11%, 51%)"
go,#43D58C,"rgb(67, 213, 140)","rgb(26%, 84%, 55%)","hsl(150, 63%, 55%)","cmyk(69%, 0%, 34%, 16%)"
starbucks (Safe Hex3),#006633,"rgb(0, 102, 51)","rgb(0%, 40%, 20%)","hsl(150, 100%, 20%)","cmyk(100%, 0%, 50%, 60%)"
springgreen4,#008B45,"rgb(0, 139, 69)","rgb(0%, 55%, 27%)","hsl(150, 100%, 27%)","cmyk(100%, 0%, 50%, 45%)"
springgreen3,#00CD66,"rgb(0, 205, 102)","rgb(0%, 80%, 40%)","hsl(150, 100%, 40%)","cmyk(100%, 0%, 50%, 20%)"
springgreen2,#00EE76,"rgb(0, 238, 118)","rgb(0%, 93%, 46%)","hsl(150, 100%, 47%)","cmyk(100%, 0%, 50%, 7%)"
springgreen (SVG),#00FF7F,"rgb(0, 255, 127)","rgb(0%, 100%, 50%)","hsl(150, 100%, 50%)","cmyk(100%, 0%, 50%, 0%)"
mintcream (SVG),#F5FFFA,"rgb(245, 255, 250)","rgb(96%, 100%, 98%)","hsl(150, 100%, 98%)","cmyk(4%, 0%, 2%, 0%)"
lampblack,#2E473B,"rgb(46, 71, 59)","rgb(18%, 28%, 23%)","hsl(151, 21%, 23%)","cmyk(35%, 0%, 17%, 72%)"
fresh green,#5EDA9E,"rgb(94, 218, 158)","rgb(37%, 85%, 62%)","hsl(151, 63%, 61%)","cmyk(57%, 0%, 28%, 15%)"
brushed aluminum,#B6C5BE,"rgb(182, 197, 190)","rgb(71%, 77%, 75%)","hsl(152, 11%, 74%)","cmyk(8%, 0%, 4%, 23%)"
packer green,#213D30,"rgb(33, 61, 48)","rgb(13%, 24%, 19%)","hsl(152, 30%, 18%)","cmyk(46%, 0%, 21%, 76%)"
ooze,#3E7A5E,"rgb(62, 122, 94)","rgb(24%, 48%, 37%)","hsl(152, 33%, 36%)","cmyk(49%, 0%, 23%, 52%)"
army men,#327556,"rgb(50, 117, 86)","rgb(20%, 46%, 34%)","hsl(152, 40%, 33%)","cmyk(57%, 0%, 26%, 54%)"
green visor,#4D7865,"rgb(77, 120, 101)","rgb(30%, 47%, 40%)","hsl(153, 22%, 39%)","cmyk(36%, 0%, 16%, 53%)"
green bark,#597368,"rgb(89, 115, 104)","rgb(35%, 45%, 41%)","hsl(155, 13%, 40%)","cmyk(23%, 0%, 10%, 55%)"
emeraldgreen2,#28AE7B,"rgb(40, 174, 123)","rgb(16%, 68%, 48%)","hsl(157, 63%, 42%)","cmyk(77%, 0%, 29%, 32%)"
mediumspringgreen (SVG),#00FA9A,"rgb(0, 250, 154)","rgb(0%, 98%, 60%)","hsl(157, 100%, 49%)","cmyk(100%, 0%, 38%, 2%)"
seagreen,#238E68,"rgb(35, 142, 104)","rgb(14%, 56%, 41%)","hsl(159, 60%, 35%)","cmyk(75%, 0%, 27%, 44%)"
bluegrass,#4C7064,"rgb(76, 112, 100)","rgb(30%, 44%, 39%)","hsl(160, 19%, 37%)","cmyk(32%, 0%, 11%, 56%)"
aquamarine4,#458B74,"rgb(69, 139, 116)","rgb(27%, 55%, 45%)","hsl(160, 34%, 41%)","cmyk(50%, 0%, 17%, 45%)"
mediumaquamarine (SVG),#66CDAA,"rgb(102, 205, 170)","rgb(40%, 80%, 67%)","hsl(160, 51%, 60%)","cmyk(50%, 0%, 17%, 20%)"
medium aquamarine2,#32CC99,"rgb(50, 204, 153)","rgb(20%, 80%, 60%)","hsl(160, 61%, 50%)","cmyk(75%, 0%, 25%, 20%)"
medium aquamarine3,#32CD99,"rgb(50, 205, 153)","rgb(20%, 80%, 60%)","hsl(160, 61%, 50%)","cmyk(76%, 0%, 25%, 20%)"
aquamarine2,#76EEC6,"rgb(118, 238, 198)","rgb(46%, 93%, 78%)","hsl(160, 78%, 70%)","cmyk(50%, 0%, 17%, 7%)"
seagreen (Hex3),#00FFAA,"rgb(0, 255, 170)","rgb(0%, 100%, 67%)","hsl(160, 100%, 50%)","cmyk(100%, 0%, 33%, 0%)"
aquamarine (SVG),#7FFFD4,"rgb(127, 255, 212)","rgb(50%, 100%, 83%)","hsl(160, 100%, 75%)","cmyk(50%, 0%, 17%, 0%)"
indigo2,#218868,"rgb(33, 136, 104)","rgb(13%, 53%, 41%)","hsl(161, 61%, 33%)","cmyk(76%, 0%, 24%, 47%)"
coldgrey,#808A87,"rgb(128, 138, 135)","rgb(50%, 54%, 53%)","hsl(162, 4%, 52%)","cmyk(7%, 0%, 2%, 46%)"
garden hose,#138F6A,"rgb(19, 143, 106)","rgb(7%, 56%, 42%)","hsl(162, 77%, 32%)","cmyk(87%, 0%, 26%, 44%)"
turquoiseblue,#00C78C,"rgb(0, 199, 140)","rgb(0%, 78%, 55%)","hsl(162, 100%, 39%)","cmyk(100%, 0%, 30%, 22%)"
green card,#D0FAEE,"rgb(208, 250, 238)","rgb(82%, 98%, 93%)","hsl(163, 81%, 90%)","cmyk(17%, 0%, 5%, 2%)"
blue green algae,#3B8471,"rgb(59, 132, 113)","rgb(23%, 52%, 44%)","hsl(164, 38%, 37%)","cmyk(55%, 0%, 14%, 48%)"
electric turquoise,#49E9BD,"rgb(73, 233, 189)","rgb(29%, 91%, 74%)","hsl(164, 78%, 60%)","cmyk(69%, 0%, 19%, 9%)"
6 ball,#1B6453,"rgb(27, 100, 83)","rgb(11%, 39%, 33%)","hsl(166, 57%, 25%)","cmyk(73%, 0%, 17%, 61%)"
cooler,#284942,"rgb(40, 73, 66)","rgb(16%, 29%, 26%)","hsl(167, 29%, 22%)","cmyk(45%, 0%, 10%, 71%)"
turquoise,#0FDDAF,"rgb(15, 221, 175)","rgb(6%, 87%, 69%)","hsl(167, 87%, 46%)","cmyk(93%, 0%, 21%, 13%)"
sign green,#006B54,"rgb(0, 107, 84)","rgb(0%, 42%, 33%)","hsl(167, 100%, 21%)","cmyk(100%, 0%, 21%, 58%)"
green ash,#668E86,"rgb(102, 142, 134)","rgb(40%, 56%, 53%)","hsl(168, 16%, 48%)","cmyk(28%, 0%, 6%, 44%)"
greencopper,#527F76,"rgb(82, 127, 118)","rgb(32%, 50%, 46%)","hsl(168, 22%, 41%)","cmyk(35%, 0%, 7%, 50%)"
liberty,#A4DCD1,"rgb(164, 220, 209)","rgb(64%, 86%, 82%)","hsl(168, 44%, 75%)","cmyk(25%, 0%, 5%, 14%)"
masters jacket,#174038,"rgb(23, 64, 56)","rgb(9%, 25%, 22%)","hsl(168, 47%, 17%)","cmyk(64%, 0%, 13%, 75%)"
emerald city,#20BF9F,"rgb(32, 191, 159)","rgb(13%, 75%, 62%)","hsl(168, 71%, 44%)","cmyk(83%, 0%, 17%, 25%)"
light teal (Safe Hex3),#00FFCC,"rgb(0, 255, 204)","rgb(0%, 100%, 80%)","hsl(168, 100%, 50%)","cmyk(100%, 0%, 20%, 0%)"
darkgreencopper,#4A766E,"rgb(74, 118, 110)","rgb(29%, 46%, 43%)","hsl(169, 23%, 38%)","cmyk(37%, 0%, 7%, 54%)"
green scrubs,#4F8E83,"rgb(79, 142, 131)","rgb(31%, 56%, 51%)","hsl(170, 29%, 43%)","cmyk(44%, 0%, 8%, 44%)"
mediterranean,#3E766D,"rgb(62, 118, 109)","rgb(24%, 46%, 43%)","hsl(170, 31%, 35%)","cmyk(47%, 0%, 8%, 54%)"
green gables,#3E766D,"rgb(62, 118, 109)","rgb(24%, 46%, 43%)","hsl(170, 31%, 35%)","cmyk(47%, 0%, 8%, 54%)"
blue lagoon,#4CB7A5,"rgb(76, 183, 165)","rgb(30%, 72%, 65%)","hsl(170, 43%, 51%)","cmyk(58%, 0%, 10%, 28%)"
aquarium,#2FAA96,"rgb(47, 170, 150)","rgb(18%, 67%, 59%)","hsl(170, 57%, 43%)","cmyk(72%, 0%, 12%, 33%)"
mint blue,#DBFEF8,"rgb(219, 254, 248)","rgb(86%, 100%, 97%)","hsl(170, 95%, 93%)","cmyk(14%, 0%, 2%, 0%)"
blue ice,#DAF4F0,"rgb(218, 244, 240)","rgb(85%, 96%, 94%)","hsl(171, 54%, 91%)","cmyk(11%, 0%, 2%, 4%)"
malachite,#108070,"rgb(16, 128, 112)","rgb(6%, 50%, 44%)","hsl(171, 78%, 28%)","cmyk(88%, 0%, 13%, 50%)"
atlantic green,#2A8E82,"rgb(42, 142, 130)","rgb(16%, 56%, 51%)","hsl(173, 54%, 36%)","cmyk(70%, 0%, 8%, 44%)"
army uniform,#353F3E,"rgb(53, 63, 62)","rgb(21%, 25%, 24%)","hsl(174, 9%, 23%)","cmyk(16%, 0%, 2%, 75%)"
